,Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,Tx,DwTx,Tn,DwTn,P,DwP,Pd,HDD,CDD,year,month,province_full_name,region
29053,-64.293,49.839,PORT-MENIER,7056202,QC,-11.0,2.0,0.1,2.0,-24.5,2.0,29.3,2.0,10.0,842.1,0.0,2020,1,Quebec,Central
29058,-66.654,49.109,CAP-CHAT,705S002,QC,-9.0,0.0,2.1,0.0,-22.2,0.0,38.4,0.0,15.0,838.3,0.0,2020,1,Quebec,Central
29059,-71.0,48.333,BAGOTVILLE A,7060400,QC,-12.1,0.0,2.0,0.0,-28.6,0.0,49.4,0.0,12.0,934.1,0.0,2020,1,Quebec,Central
29066,-72.547,48.842,NORMANDIN,7065639,QC,-14.0,0.0,1.5,0.0,-34.7,0.0,26.7,0.0,8.0,990.5,0.0,2020,1,Quebec,Central
29077,-74.094,46.816,SAINT-MICHEL-DES-SAINTS,7077571,QC,-10.5,1.0,2.5,1.0,-30.0,1.0,75.9,1.0,11.0,854.6,0.0,2020,1,Quebec,Central
29078,-72.788,47.411,LA TUQUE,707DBD4,QC,-11.8,0.0,2.8,0.0,-33.0,0.0,64.0,0.0,14.0,923.1,0.0,2020,1,Quebec,Central
29085,-74.53,49.777,CHIBOUGAMAU-CHAPAIS,7091410,QC,-15.3,0.0,0.6,0.0,-36.3,0.0,42.6,0.0,13.0,1033.7,0.0,2020,1,Quebec,Central
29087,-73.675,53.755,LA GRANDE 4 A,7093714,QC,-18.7,0.0,-3.3,0.0,-38.5,0.0,4.7,1.0,2.0,1138.4,0.0,2020,1,Quebec,Central
29088,-77.704,53.625,LA GRANDE RIVIERE A,7093716,QC,-18.5,0.0,-3.5,0.0,-32.6,0.0,26.6,0.0,8.0,1132.8,0.0,2020,1,Quebec,Central
29091,-77.793,49.758,MATAGAMI,7094637,QC,-13.9,0.0,0.9,0.0,-34.1,0.0,40.4,0.0,10.0,988.6,0.0,2020,1,Quebec,Central
29093,-77.786,48.056,VAL-D'OR,7098603,QC,-12.0,0.0,1.3,0.0,-32.7,0.0,34.7,0.0,13.0,928.6,0.0,2020,1,Quebec,Central
29110,-68.422,58.089,KUUJJUAQ A,7113535,QC,-21.7,0.0,-5.5,0.0,-33.0,0.0,7.6,0.0,3.0,1229.3,0.0,2020,1,Quebec,Central
29116,-66.805,54.805,SCHEFFERVILLE A,7117823,QC,-21.3,0.0,-5.2,0.0,-40.7,0.0,0.5,0.0,0.0,1219.5,0.0,2020,1,Quebec,Central
29119,-67.716,46.712,AROOSTOOK,8100300,NB,-9.1,0.0,5.5,0.0,-29.5,0.0,89.6,0.0,14.0,839.5,0.0,2020,1,New Brunswick,Atlantic
29133,-66.899,45.954,MACTAQUAC PROV PARK,8102536,NB,-11.8,12.0,3.0,12.0,-31.0,12.0,7.0,12.0,2.0,566.1,0.0,2020,1,New Brunswick,Atlantic
29136,-64.679,46.112,MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,8103201,NB,-6.1,0.0,10.9,0.0,-21.3,0.0,96.6,0.0,12.0,747.3,0.0,2020,1,New Brunswick,Atlantic
29138,-66.099,45.507,OAK POINT,8103780,NB,-5.5,0.0,9.0,0.0,-23.0,0.0,62.5,0.0,15.0,729.8,0.0,2020,1,New Brunswick,Atlantic
29145,-65.472,43.451,BACCARO PT,8200255,NS,0.2,0.0,10.1,0.0,-13.1,0.0,70.3,0.0,10.0,551.7,0.0,2020,1,Nova Scotia,Atlantic
29153,-63.467,45.417,DEBERT,8201390,NS,-5.7,0.0,10.5,0.0,-23.2,0.0,69.6,0.0,13.0,735.8,0.0,2020,1,Nova Scotia,Atlantic
29156,-64.917,44.983,GREENWOOD A,8202000,NS,-2.8,0.0,14.7,0.0,-16.3,0.0,71.4,0.0,12.0,643.4,0.0,2020,1,Nova Scotia,Atlantic
29165,-65.203,44.403,KEJIMKUJIK 1,8202592,NS,-2.6,9.0,12.9,9.0,-17.4,9.0,53.9,9.0,5.0,452.2,0.0,2020,1,Nova Scotia,Atlantic
29175,-64.346,45.413,PARRSBORO,8204402,NS,-4.6,0.0,12.1,0.0,-21.3,0.0,73.9,0.0,10.0,700.1,0.0,2020,1,Nova Scotia,Atlantic
29176,-63.833,44.767,POCKWOCK LAKE,8204453,NS,-5.0,17.0,10.0,17.0,-24.5,17.0,41.8,17.0,7.0,322.2,0.0,2020,1,Nova Scotia,Atlantic
29177,-61.368,45.657,PORT HAWKESBURY,8204495,NS,-4.5,1.0,10.4,1.0,-19.4,1.0,62.5,0.0,10.0,674.0,0.0,2020,1,Nova Scotia,Atlantic
29179,-60.008,43.931,SABLE ISLAND,8204708,NS,0.7,0.0,10.3,0.0,-8.8,0.0,125.2,0.0,12.0,536.8,0.0,2020,1,Nova Scotia,Atlantic
29185,-60.048,46.161,SYDNEY A,8205701,NS,-4.9,1.0,8.8,1.0,-16.6,1.0,191.4,0.0,15.0,687.3,0.0,2020,1,Nova Scotia,Atlantic
29194,-66.088,43.827,YARMOUTH A,8206495,NS,-1.0,0.0,11.3,0.0,-13.6,0.0,82.7,0.0,14.0,588.9,0.0,2020,1,Nova Scotia,Atlantic
29204,-63.17,46.344,HARRINGTON CDA CS,830P001,PE,-5.4,1.0,8.9,1.0,-20.0,1.0,80.0,1.0,12.0,701.5,0.0,2020,1,Prince Edward Island,Atlantic
29208,-57.333,48.167,BURNT POND,8400812,NL,-8.9,1.0,4.0,1.0,-25.0,1.0,85.0,1.0,9.0,806.5,0.0,2020,1,Newfoundland and Labrador,Atlantic
29212,-57.95,48.95,CORNER BROOK,8401300,NL,-6.1,0.0,4.0,0.0,-16.0,0.0,82.4,0.0,17.0,748.3,0.0,2020,1,Newfoundland and Labrador,Atlantic
29218,-54.568,48.937,GANDER INTL A,8401703,NL,-7.4,0.0,4.1,0.0,-19.9,0.0,0.4,17.0,0.0,788.6,0.0,2020,1,Newfoundland and Labrador,Atlantic
29222,-53.902,48.35,LETHBRIDGE,8402544,NL,-6.8,1.0,6.0,1.0,-29.0,1.0,132.0,1.0,14.0,744.4,0.0,2020,1,Newfoundland and Labrador,Atlantic
29224,-59.155,47.574,PORT AUX BASQUES,8402980,NL,-4.5,1.0,5.6,1.0,-14.5,1.0,118.2,1.0,18.0,676.3,0.0,2020,1,Newfoundland and Labrador,Atlantic
29226,-56.069,51.392,ST. ANTHONY A,8403389,NL,-10.4,2.0,-0.1,2.0,-23.0,2.0,0.4,2.0,0.0,824.3,0.0,2020,1,Newfoundland and Labrador,Atlantic
29228,-52.753,47.619,ST. JOHN'S INTL A,8403505,NL,-4.7,0.0,4.6,0.0,-16.3,0.0,134.8,0.0,16.0,703.9,0.0,2020,1,Newfoundland and Labrador,Atlantic
29232,-58.55,48.541,STEPHENVILLE A,8403801,NL,-5.7,1.0,5.3,1.0,-19.7,1.0,92.8,0.0,20.0,712.3,0.0,2020,1,Newfoundland and Labrador,Atlantic
29243,-60.417,53.317,GOOSE A,8501900,NL,-16.0,0.0,0.0,0.0,-28.7,0.0,13.8,0.0,5.0,1054.6,0.0,2020,1,Newfoundland and Labrador,Atlantic
29260,-123.287,48.764,NORTH PENDER ISLAND,1015638,BC,5.0,7.0,11.0,7.0,-1.0,7.0,74.6,7.0,9.0,286.2,0.0,2020,2,British Columbia,Western
29277,-125.273,49.952,CAMPBELL RIVER A,1021261,BC,2.5,0.0,9.5,0.0,-7.0,0.0,74.3,0.0,14.0,450.1,0.0,2020,2,British Columbia,Western
29298,-125.216,48.786,CAPE BEALE LIGHT,1031316,BC,6.4,1.0,11.0,1.0,1.0,1.0,233.0,1.0,19.0,324.4,0.0,2020,2,British Columbia,Western
29302,-125.923,49.111,LENNARD ISLAND,1034600,BC,4.5,2.0,10.5,2.0,-4.5,2.0,246.4,2.0,18.0,364.9,0.0,2020,2,British Columbia,Western
29303,-124.655,48.859,NITINAT RIVER HATCHERY,1035612,BC,4.5,0.0,12.0,0.0,-5.0,0.0,246.4,0.0,21.0,390.1,0.0,2020,2,British Columbia,Western
29304,-126.617,49.6,NOOTKA LIGHTSTATION,1035614,BC,5.2,0.0,10.0,0.0,0.0,0.0,346.6,0.0,23.0,370.5,0.0,2020,2,British Columbia,Western
29318,-123.541,49.386,GIBSONS GOWER POINT,1043152,BC,4.8,1.0,10.0,1.0,-0.5,1.0,93.8,1.0,17.0,369.3,0.0,2020,2,British Columbia,Western
29323,-124.5,49.834,POWELL RIVER A,1046391,BC,3.2,1.0,9.0,1.0,-4.5,1.0,77.5,1.0,18.0,415.2,0.0,2020,2,British Columbia,Western
29331,-133.058,54.255,LANGARA,1054500,BC,4.5,0.0,9.0,0.0,-1.0,0.0,170.6,0.0,21.0,392.9,0.0,2020,2,British Columbia,Western
29336,-131.814,53.254,SANDSPIT,1057052,BC,4.4,1.0,9.7,1.0,-1.7,1.0,95.1,1.0,18.0,381.5,0.0,2020,2,British Columbia,Western
29339,-126.587,52.389,BELLA COOLA AIRPORT,1060844,BC,2.5,0.0,9.3,0.0,-6.3,0.0,101.2,0.0,14.0,450.3,0.0,2020,2,British Columbia,Western
29341,-128.524,52.643,BOAT BLUFF,1060901,BC,4.2,0.0,9.5,0.0,-1.0,0.0,414.1,0.0,22.0,400.3,0.0,2020,2,British Columbia,Western
29342,-130.638,53.493,BONILLA ISLAND,1060902,BC,5.2,0.0,8.5,0.0,0.0,0.0,170.0,0.0,21.0,370.7,0.0,2020,2,British Columbia,Western
29353,-127.943,53.563,KEMANO,1064020,BC,0.9,0.0,7.0,0.0,-7.0,0.0,174.9,0.0,19.0,495.9,0.0,2020,2,British Columbia,Western
29361,-128.625,54.502,TERRACE PCC,1068131,BC,1.3,2.0,8.0,2.0,-8.0,2.0,53.6,2.0,13.0,449.7,0.0,2020,2,British Columbia,Western
29363,-130.88,54.295,TRIPLE ISLAND,1068250,BC,5.3,0.0,9.0,0.0,0.0,0.0,58.4,0.0,17.0,368.8,0.0,2020,2,British Columbia,Western
29366,-126.668,54.396,HOUSTON,1073615,BC,-3.4,4.0,8.0,4.0,-23.0,4.0,17.0,6.0,3.0,534.0,0.0,2020,2,British Columbia,Western
29369,-127.171,55.289,SUSKWA VALLEY,107G879,BC,-1.3,3.0,8.0,3.0,-13.5,3.0,39.2,3.0,11.0,501.5,0.0,2020,2,British Columbia,Western
29373,-124.136,52.114,PUNTZI MOUNTAIN (AUT),1086558,BC,-5.4,0.0,8.6,0.0,-27.8,0.0,49.1,0.0,22.0,679.8,0.0,2020,2,British Columbia,Western
29376,-124.286,54.455,FORT ST JAMES AUTO,1092975,BC,-3.1,2.0,7.9,2.0,-20.9,2.0,25.2,2.0,7.0,570.1,0.0,2020,2,British Columbia,Western
29377,-122.286,52.531,MCLEESE LAKE GRANITE MT,1095018,BC,-4.5,17.0,6.0,12.0,-19.0,12.0,36.0,12.0,8.0,269.4,0.0,2020,2,British Columbia,Western
29384,-121.686,52.184,SPOKIN LAKE 4E,1097646,BC,-6.5,0.0,5.5,0.0,-30.0,0.0,46.6,0.0,14.0,709.5,0.0,2020,2,British Columbia,Western
29390,-121.76,49.243,AGASSIZ RCS,1100119,BC,4.8,0.0,14.5,0.0,-1.7,0.0,152.5,0.0,19.0,384.2,0.0,2020,2,British Columbia,Western
29398,-122.551,49.145,FORT LANGLEY TELEGRAPH TRAIL,1102912,BC,4.6,0.0,12.0,0.0,-2.5,0.0,152.6,0.0,15.0,389.1,0.0,2020,2,British Columbia,Western
29418,-121.233,49.267,HOPE SLIDE,1113581,BC,0.1,0.0,7.5,0.0,-8.0,0.0,129.2,0.0,19.0,519.5,0.0,2020,2,British Columbia,Western
29421,-121.582,50.224,LYTTON RCS,1114746,BC,3.4,0.0,13.3,0.0,-6.4,0.0,53.9,0.0,7.0,424.8,0.0,2020,2,British Columbia,Western
29422,-120.333,49.673,JELLICOE,1123721,BC,-2.2,0.0,10.0,0.0,-17.0,0.0,61.2,0.0,11.0,586.1,0.0,2020,2,British Columbia,Western
29429,-119.717,49.783,PEACHLAND,1126070,BC,2.6,0.0,11.0,0.0,-6.0,0.0,54.4,0.0,8.0,446.6,0.0,2020,2,British Columbia,Western
29435,-119.056,50.359,VERNON SILVER STAR LODGE,1128584,BC,-5.4,0.0,2.5,0.0,-15.0,0.0,106.0,0.0,19.0,679.4,0.0,2020,2,British Columbia,Western
29439,-118.228,49.017,BILLINGS,1140876,BC,-0.1,2.0,11.0,2.0,-10.5,2.0,33.3,2.0,7.0,488.3,0.0,2020,2,British Columbia,Western
29440,-117.633,49.296,CASTLEGAR A,1141455,BC,0.2,0.0,11.0,0.0,-12.5,0.0,21.8,0.0,7.0,516.1,0.0,2020,2,British Columbia,Western
29448,-117.37,49.996,NEW DENVER,1145460,BC,0.2,0.0,7.5,0.0,-10.5,0.0,97.4,0.0,16.0,515.8,0.0,2020,2,British Columbia,Western
29451,-116.501,49.082,CRESTON CAMPBELL SCIENTIFIC,114B1F0,BC,0.8,0.0,13.2,0.0,-9.7,0.0,13.8,0.0,3.0,497.6,0.0,2020,2,British Columbia,Western
29455,-115.073,49.489,FERNIE,1152850,BC,-2.3,1.0,12.0,1.0,-20.5,1.0,72.8,1.0,7.0,568.2,0.0,2020,2,British Columbia,Western
29457,-115.962,49.632,KIMBERLEY PCC,1154203,BC,-3.3,11.0,11.0,11.0,-17.0,11.0,4.0,11.0,1.0,384.0,0.0,2020,2,British Columbia,Western
29464,-119.29,52.129,BLUE RIVER A,1160899,BC,-4.2,0.0,6.5,0.0,-18.5,0.0,56.9,0.0,12.0,643.3,0.0,2020,2,British Columbia,Western
29469,-121.505,51.144,CLINTON RCS,1161663,BC,-3.2,0.0,6.7,0.0,-13.3,0.0,28.7,0.0,10.0,615.4,0.0,2020,2,British Columbia,Western
29477,-119.778,51.576,VAVENBY,1168520,BC,-3.0,2.0,9.5,1.0,-14.0,1.0,45.3,1.0,13.0,568.1,0.0,2020,2,British Columbia,Western
29478,-120.172,50.63,KAMLOOPS PRATT ROAD,116C8P0,BC,-0.6,0.0,8.5,0.0,-10.0,0.0,45.4,0.0,7.0,538.2,0.0,2020,2,British Columbia,Western
29482,-116.982,51.299,GOLDEN A,1173210,BC,-5.8,0.0,8.0,0.0,-19.5,0.0,24.8,0.0,6.0,690.1,0.0,2020,2,British Columbia,Western
29485,-118.585,52.053,MICA DAM,1175122,BC,-2.2,7.0,4.5,4.0,-12.5,4.0,92.0,4.0,12.0,443.3,0.0,2020,2,British Columbia,Western
29486,-118.183,50.967,REVELSTOKE A,1176745,BC,-2.3,0.0,12.0,0.0,-13.8,0.0,45.7,0.0,13.0,589.4,0.0,2020,2,British Columbia,Western
29497,-122.574,58.841,FORT NELSON,1192948,BC,-12.9,0.0,5.2,0.0,-34.4,0.0,23.3,0.0,4.0,897.4,0.0,2020,2,British Columbia,Western
29498,-130.025,58.426,DEASE LAKE (AUT),119BLM0,BC,-8.7,0.0,4.9,0.0,-27.1,0.0,23.9,0.0,8.0,773.3,0.0,2020,2,British Columbia,Western
29503,-111.779,52.315,ALLIANCE AGCM,3010162,AB,-6.9,0.0,8.8,0.0,-30.5,0.0,6.7,0.0,4.0,722.9,0.0,2020,2,Alberta,Western
29504,-112.279,53.917,ANDREW AGDM,3010237,AB,-9.9,6.0,6.1,6.0,-31.0,6.0,9.6,6.0,5.0,641.2,0.0,2020,2,Alberta,Western
29509,-110.51,52.334,CADOGAN AGCM,3010992,AB,-8.6,0.0,8.7,0.0,-31.9,0.0,9.6,1.0,4.0,771.0,0.0,2020,2,Alberta,Western
29510,-112.817,53.05,CAMROSE,3011240,AB,-8.8,0.0,7.4,0.0,-39.5,0.0,18.6,0.0,7.0,778.6,0.0,2020,2,Alberta,Western
29520,-113.579,53.31,EDMONTON INTL A,3012216,AB,-9.0,0.0,7.3,0.0,-32.3,0.0,23.2,0.0,6.0,783.1,0.0,2020,2,Alberta,Western
29523,-114.108,53.548,EDMONTON STONY PLAIN,301222F,AB,-5.0,0.0,11.0,0.0,-24.0,0.0,19.0,0.0,8.0,668.3,0.0,2020,2,Alberta,Western
29524,-112.868,53.683,ELK ISLAND NAT PARK,3012275,AB,-8.8,0.0,7.7,0.0,-38.2,0.0,33.0,0.0,8.0,777.0,0.0,2020,2,Alberta,Western
29525,-111.0,52.967,FABYAN,3012515,AB,-10.6,0.0,6.0,0.0,-36.0,0.0,22.0,0.0,6.0,828.7,0.0,2020,2,Alberta,Western
29537,-111.212,51.78,HEMARUKA AGCM,3013140,AB,-8.7,0.0,8.3,0.0,-28.2,0.0,2.5,7.0,0.0,774.4,0.0,2020,2,Alberta,Western
29538,-112.246,53.185,HOLDEN AGDM,3013340,AB,-9.7,0.0,6.0,0.0,-35.6,0.0,14.3,3.0,5.0,803.8,0.0,2020,2,Alberta,Western
29547,-110.073,53.309,LLOYDMINSTER A,3013961,AB,-10.4,0.0,4.0,0.0,-31.0,0.0,15.8,0.0,5.0,822.7,0.0,2020,2,Alberta,Western
29555,-111.726,53.425,RANFURLY AUTO,3015401,AB,-9.5,0.0,6.3,0.0,-34.0,0.0,18.4,0.0,5.0,797.3,0.0,2020,2,Alberta,Western
29558,-114.912,52.421,ROCKY MTN HOUSE (AUT),3015523,AB,-7.2,0.0,10.6,0.0,-27.2,0.0,19.7,0.0,6.0,731.2,0.0,2020,2,Alberta,Western
29580,-110.206,51.67,ESTHER 1,301B460,AB,-7.6,0.0,9.3,0.0,-30.8,0.0,4.5,0.0,1.0,743.7,0.0,2020,2,Alberta,Western
29582,-110.317,51.066,ACADIA VALLEY,3020035,AB,-6.3,0.0,9.4,0.0,-23.7,0.0,4.7,0.0,1.0,703.9,0.0,2020,2,Alberta,Western
29583,-111.006,50.81,ATLEE AGCM,3020405,AB,-6.8,0.0,9.0,0.0,-22.6,0.0,7.2,0.0,2.0,719.6,0.0,2020,2,Alberta,Western
29584,-113.357,51.379,BEISEKER AGCM,3020610,AB,-7.5,0.0,6.8,0.0,-23.5,0.0,17.3,0.0,6.0,739.8,0.0,2020,2,Alberta,Western
29590,-112.252,51.775,CRAIGMYLE AGCM,3021912,AB,-7.3,0.0,6.8,0.0,-22.9,0.0,12.4,0.0,3.0,734.5,0.0,2020,2,Alberta,Western
29597,-113.756,52.449,LACOMBE CDA 2,3023722,AB,-6.9,0.0,9.9,0.0,-22.5,0.0,20.2,0.0,7.0,723.4,0.0,2020,2,Alberta,Western
29616,-113.591,51.936,WIMBORNE AGCM,3027582,AB,-7.1,0.0,7.9,0.0,-26.3,0.0,19.5,1.0,6.0,726.5,0.0,2020,2,Alberta,Western
29620,-113.224,50.026,BARONS AGCM,3030529,AB,-4.0,0.0,11.9,0.0,-23.5,0.0,14.4,2.0,4.0,638.3,0.0,2020,2,Alberta,Western
29621,-112.465,50.893,BASSANO AGCM,3030540,AB,-6.2,0.0,8.7,0.0,-25.6,0.0,7.0,0.0,3.0,702.4,0.0,2020,2,Alberta,Western
29625,-111.45,49.734,BOW ISLAND,3030768,AB,-3.4,0.0,11.7,0.0,-19.4,0.0,12.7,0.0,3.0,621.5,0.0,2020,2,Alberta,Western
29629,-111.849,50.555,BROOKS,3030QLP,AB,-3.8,11.0,10.1,11.0,-19.9,11.0,6.5,11.0,3.0,391.8,0.0,2020,2,Alberta,Western
29630,-114.013,51.123,CALGARY INTL A,3031092,AB,-3.3,0.0,11.1,0.0,-18.3,0.0,19.9,0.0,7.0,617.8,0.0,2020,2,Alberta,Western
29634,-113.376,49.001,CARWAY,3031402,AB,-3.3,0.0,11.1,0.0,-18.1,0.0,9.3,0.0,3.0,616.6,0.0,2020,2,Alberta,Western
29647,-110.261,49.989,IRVINE AGCM,3033550,AB,-4.7,0.0,13.2,0.0,-23.6,0.0,11.4,1.0,5.0,659.2,0.0,2020,2,Alberta,Western
29661,-112.983,50.606,QUEENSTOWN,3035340,AB,-3.7,0.0,10.0,0.0,-21.5,0.0,23.0,0.0,6.0,628.2,0.0,2020,2,Alberta,Western
29665,-112.683,49.483,RAYMOND AGDM,3035422,AB,-2.1,0.0,13.8,0.0,-20.5,0.0,13.5,3.0,4.0,582.1,0.0,2020,2,Alberta,Western
29668,-110.917,49.917,SEVEN PERSONS AGDM,3035845,AB,-4.9,0.0,10.9,0.0,-22.5,0.0,18.0,0.0,6.0,663.5,0.0,2020,2,Alberta,Western
29673,-112.124,49.792,TABER,3036360,AB,-4.9,14.0,15.0,9.0,-21.0,10.0,15.0,9.0,5.0,343.3,0.0,2020,2,Alberta,Western
29678,-113.961,50.729,OKOTOKS,303M9JM,AB,-3.6,0.0,11.5,0.0,-19.0,0.0,16.2,0.0,6.0,626.3,0.0,2020,2,Alberta,Western
29688,-115.552,51.193,BANFF CS,3050519,AB,-5.6,0.0,6.4,0.0,-22.2,0.0,27.2,0.0,7.0,684.6,0.0,2020,2,Alberta,Western
29689,-114.175,49.468,BEAVER MINES,3050602,AB,-2.8,0.0,10.3,0.0,-19.4,0.0,31.8,0.0,8.0,603.0,0.0,2020,2,Alberta,Western
29692,-118.03,52.926,JASPER WARDEN,3053536,AB,-4.4,0.0,6.9,0.0,-21.0,0.0,26.4,0.0,8.0,649.1,0.0,2020,2,Alberta,Western
29699,-113.382,54.635,ATHABASCA AGCM,3060330,AB,-7.5,0.0,8.8,0.0,-33.6,0.0,20.9,1.0,5.0,739.1,0.0,2020,2,Alberta,Western
29707,-116.453,53.58,EDSON CLIMATE,3062246,AB,-5.5,0.0,8.8,0.0,-23.9,0.0,18.0,0.0,5.0,681.9,0.0,2020,2,Alberta,Western
29709,-115.062,53.614,EVANSBURG2 AGCM,3062476,AB,-8.2,0.0,9.7,0.0,-30.4,0.0,19.4,0.0,7.0,760.3,0.0,2020,2,Alberta,Western
29711,-111.213,56.651,FORT MCMURRAY CS,3062696,AB,-12.2,0.0,7.4,0.0,-36.8,0.0,12.2,0.0,4.0,874.7,0.0,2020,2,Alberta,Western
29720,-111.7,54.5,RICH LAKE AGDM,3065475,AB,-10.8,0.0,6.0,0.0,-38.0,0.0,15.4,0.0,5.0,834.0,0.0,2020,2,Alberta,Western
29722,-114.777,55.293,SLAVE LAKE,3065995,AB,-9.1,0.0,7.4,0.0,-35.2,0.0,21.2,0.0,6.0,786.3,0.0,2020,2,Alberta,Western
29727,-119.396,55.197,BEAVERLODGE RCS,3070600,AB,-6.0,0.0,5.8,0.0,-22.0,0.0,10.7,0.0,3.0,694.6,0.0,2020,2,Alberta,Western
29732,-118.439,56.081,FAIRVIEW AGDM,3072525,AB,-9.9,0.0,5.5,0.0,-29.3,0.0,21.1,9.0,4.0,808.0,0.0,2020,2,Alberta,Western
29733,-111.117,58.767,FORT CHIPEWYAN,3072655,AB,-17.0,0.0,4.4,0.0,-41.4,0.0,6.5,0.0,2.0,1016.1,0.0,2020,2,Alberta,Western
29735,-116.04,58.382,FORT VERMILION,3072723,AB,-15.1,0.0,6.2,0.0,-37.2,0.0,19.2,0.0,3.0,961.1,0.0,2020,2,Alberta,Western
29736,-118.885,55.18,GRANDE PRAIRIE A,3072921,AB,-8.0,0.0,6.2,0.0,-27.1,0.0,14.4,0.0,4.0,752.9,0.0,2020,2,Alberta,Western
29737,-117.298,57.265,HAWK HILLS AGCM,3073071,AB,-11.9,0.0,6.9,0.0,-37.1,0.0,11.1,0.0,3.0,867.6,0.0,2020,2,Alberta,Western
29738,-117.165,58.622,HIGH LEVEL A,3073140,AB,-15.6,0.0,7.9,0.0,-38.7,0.0,4.5,10.0,3.0,975.4,0.0,2020,2,Alberta,Western
29746,-117.448,56.227,PEACE RIVER A,3075041,AB,-10.5,0.0,6.2,0.0,-37.9,0.0,13.5,0.0,5.0,825.7,0.0,2020,2,Alberta,Western
29751,-119.345,56.076,SAVANNA AGCM,3075770,AB,-7.6,0.0,5.6,0.0,-27.1,0.0,16.8,13.0,6.0,741.9,0.0,2020,2,Alberta,Western
29757,-110.283,54.417,COLD LAKE A,3081680,AB,-10.4,0.0,7.0,0.0,-31.4,0.0,14.4,0.0,5.0,823.7,0.0,2020,2,Alberta,Western
29759,-104.71,50.201,BRATT'S LAKE CLIMATE,4010811,SK,-8.3,0.0,8.6,0.0,-30.7,0.0,2.6,0.0,1.0,762.0,0.0,2020,2,Saskatchewan,Western
29764,-102.967,49.217,ESTEVAN,4012410,SK,-8.8,0.0,6.6,0.0,-29.5,0.0,1.3,0.0,0.0,776.3,0.0,2020,2,Saskatchewan,Western
29766,-103.753,51.257,KELLIHER,4013660,SK,-11.6,0.0,5.0,0.0,-32.5,0.0,5.6,0.0,2.0,859.3,0.0,2020,2,Saskatchewan,Western
29767,-102.733,50.2,KIPLING,4014040,SK,-10.3,0.0,6.0,0.0,-30.5,0.0,2.0,0.0,1.0,820.8,0.0,2020,2,Saskatchewan,Western
29769,-105.25,51.417,LAST MOUNTAIN CS,4014156,SK,-11.0,0.0,8.7,0.0,-31.9,0.0,2.1,0.0,0.0,839.6,0.0,2020,2,Saskatchewan,Western
29770,-104.633,52.0,LEROY,4014322,SK,-13.0,0.0,2.5,0.0,-36.0,0.0,7.0,0.0,3.0,899.5,0.0,2020,2,Saskatchewan,Western
29772,-105.538,50.332,MOOSE JAW CS,4015322,SK,-6.9,0.0,10.2,0.0,-29.5,0.0,2.1,0.0,1.0,722.3,0.0,2020,2,Saskatchewan,Western
29774,-102.117,49.317,OXBOW,4015800,SK,-10.1,0.0,7.0,0.0,-30.5,0.0,3.0,0.0,2.0,815.6,0.0,2020,2,Saskatchewan,Western
29775,-103.983,50.567,QU'APPELLE 1,4016322,SK,-9.1,0.0,8.0,0.0,-30.0,0.0,1.0,0.0,0.0,785.8,0.0,2020,2,Saskatchewan,Western
29779,-104.183,49.817,YELLOW GRASS NORTH,4019041,SK,-7.5,0.0,11.7,0.0,-29.1,0.0,1.0,0.0,0.0,740.7,0.0,2020,2,Saskatchewan,Western
29780,-102.464,51.265,YORKTON,4019073,SK,-12.7,0.0,4.2,0.0,-31.6,0.0,3.0,0.0,0.0,889.4,0.0,2020,2,Saskatchewan,Western
29784,-105.946,49.729,ASSINIBOIA AIRPORT,4020286,SK,-8.1,0.0,6.7,0.0,-31.7,0.0,5.7,0.0,2.0,756.6,0.0,2020,2,Saskatchewan,Western
29785,-107.311,50.832,BEECHY,4020560,SK,-7.0,0.0,10.0,0.0,-30.0,0.0,1.0,0.0,1.0,724.3,0.0,2020,2,Saskatchewan,Western
29786,-106.583,51.133,ELBOW CS,4022359,SK,-8.9,0.0,7.6,0.0,-30.8,0.0,2.0,0.0,0.0,780.0,0.0,2020,2,Saskatchewan,Western
29789,-109.466,49.903,MAPLE CREEK,4024919,SK,-5.5,0.0,14.4,0.0,-27.3,0.0,17.5,0.0,7.0,681.7,0.0,2020,2,Saskatchewan,Western
29793,-107.733,50.267,SWIFT CURRENT CDA,4028060,SK,-7.2,0.0,10.0,0.0,-27.2,0.0,6.3,0.0,1.0,731.0,0.0,2020,2,Saskatchewan,Western
29794,-109.501,50.909,LEADER AIRPORT,402DAF0,SK,-7.3,0.0,9.7,0.0,-27.0,0.0,5.7,0.0,2.0,732.9,0.0,2020,2,Saskatchewan,Western
29795,-105.483,49.05,CORONACH SPC,40318MN,SK,-8.1,0.0,8.2,0.0,-33.1,0.0,8.0,0.0,3.0,758.2,0.0,2020,2,Saskatchewan,Western
29800,-107.586,49.058,VAL MARIE SOUTHEAST,4038412,SK,-9.3,0.0,6.3,0.0,-30.2,0.0,5.7,0.0,2.0,791.9,0.0,2020,2,Saskatchewan,Western
29802,-109.2,53.45,BUTTE ST PIERRE,4041000,SK,-13.0,2.0,5.0,1.0,-38.5,2.0,9.6,1.0,5.0,837.2,0.0,2020,2,Saskatchewan,Western
29804,-109.181,51.515,KINDERSLEY A,4043901,SK,-10.4,1.0,5.4,1.0,-32.6,1.0,9.6,0.0,3.0,796.0,0.0,2020,2,Saskatchewan,Western
